Reference,publised_year,Species
"Rocha-Mendes, F., Mikich, S.B., Bianconi, G.V. and Pedro, W.A. (2005). Mammals of the municipality of Fenix, Parana, Brazil: ethnozoology and conservation. Rev. Bras. Zool. 22, 991-1002.",2005,Hydrochoerus hydrochaeris
"Rocha-Mendes, F., Mikich, S.B., Bianconi, G.V. and Pedro, W.A. (2005). Mammals of the municipality of Fenix, Parana, Brazil: ethnozoology and conservation. Rev. Bras. Zool. 22, 991-1002.",2005,Dasyprocta azarae
"Rocha-Mendes, F., Mikich, S.B., Bianconi, G.V. and Pedro, W.A. (2005). Mammals of the municipality of Fenix, Parana, Brazil: ethnozoology and conservation. Rev. Bras. Zool. 22, 991-1002.",2005,Cuniculus paca
"Rocha-Mendes, F., Mikich, S.B., Bianconi, G.V. and Pedro, W.A. (2005). Mammals of the municipality of Fenix, Parana, Brazil: ethnozoology and conservation. Rev. Bras. Zool. 22, 991-1002.",2005,Lepus europaeus
"Rocha-Mendes, F., Mikich, S.B., Bianconi, G.V. and Pedro, W.A. (2005). Mammals of the municipality of Fenix, Parana, Brazil: ethnozoology and conservation. Rev. Bras. Zool. 22, 991-1002.",2005,Sylvilagus brasiliensis
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Didelphis albiventris
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Didelphis albiventris
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Didelphis albiventris
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Didelphis albiventris
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Dasypus novemcinctus
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Dasypus novemcinctus
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Dasypus novemcinctus
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Dasypus novemcinctus
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Sapajus nigritus
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Lepus europaeus
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Lepus europaeus
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Leopardus tigrinus
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Leopardus tigrinus
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Cerdocyon thous
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Cerdocyon thous
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Cerdocyon thous
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Cerdocyon thous
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Eira barbara
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Eira barbara
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Galictis cuja
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Nasua nasua
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Nasua nasua
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Nasua nasua
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Nasua nasua
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Procyon cancrivorus
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Hydrochoerus hydrochaeris
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Hydrochoerus hydrochaeris
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Hydrochoerus hydrochaeris
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Cuniculus paca
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Dasyprocta azarae
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Dasyprocta azarae
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Dasyprocta azarae
"Rossaneis, B.K. (2014). Mamiferos de medio e grande porte em pequenos remanecentes florestais da mata atlantica com influencias antropogenicas no norte do parana. Semina, 35, 15-24.",2014,Dasyprocta azarae
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Mazama nana
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Mazama nana
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Leopardus pardalis
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Leopardus pardalis
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Leopardus tigrinus
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Herpailurus yagouaroundi
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Cerdocyon thous
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Cerdocyon thous
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Canis familiaris
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Nasua nasua
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Nasua nasua
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Procyon cancrivorus
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Procyon cancrivorus
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Galictis cuja
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Galictis cuja
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Eira barbara
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Didelphis albiventris
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Didelphis albiventris
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Dasypus novemcinctus
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Dasypus hybridus
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Hydrochoerus hydrochaeris
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Myocastor coypus
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Myocastor coypus
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Cuniculus paca
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Cuniculus paca
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Dasyprocta azarae
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Coendou sp.
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Tamandua tetradactyla
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Sapajus nigritus
"Spezia, M.B., Grasel, D. and Miranda, G. (2013). Inventario rapido de mamiferos nao voadores em um fragmento florestal do bioma Mata Atlantica. Unoesc and Ciencia-. ACBS 4, 145-154.",2013,Lepus europaeus
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Didelphis aurita
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Didelphis aurita
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Hydrochoerus hydrochaeris
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Dasyprocta azarae
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Dasyprocta azarae
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Dasyprocta azarae
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Cuniculus paca
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Cuniculus paca
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Alouatta guariba
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Brachyteles arachnoides
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Sapajus nigritus
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Sapajus nigritus
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Callicebus personatus
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Callicebus personatus
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Tamandua tetradactyla
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Bradypus variegatus
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Euphractus sexcinctus
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Euphractus sexcinctus
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Guerlinguetus brasiliensis
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Dasypus novemcinctus
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Cerdocyon thous
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Procyon cancrivorus
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Nasua nasua
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Nasua nasua
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Eira barbara
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Leopardus pardalis
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Puma concolor
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Puma yagouaroundi
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Panthera onca
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Tapirus terrestris
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Tapirus terrestris
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Mazama sp.
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Mazama sp.
"Stallings, J.R., Fonseca, G.A.B., Pinto, L.P.S., Aguiar, L.M.S. and Sabato, E.L. (1991). Mamiferos do Parque Florestal Estadual do Rio Doce, Minas Gerais, Brasil. Rev. Bras. Zool. 7, 663-77.",1991,Sylvilagus brasiliensis
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Didelphis aurita
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Didelphis aurita
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Tamandua tetradactyla
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Cabassous tatouay
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Cabassous tatouay
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Dasypus novemcinctus
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Dasypus novemcinctus
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Dasypus septemcinctus
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Dasypus septemcinctus
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Tapirus terrestris
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Mazama americana
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Mazama americana
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Mazama gouazoubira
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Mazama nana
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Pecari tajacu
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Pecari tajacu
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Tayassu pecari
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Tayassu pecari
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Alouatta guariba
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Sapajus nigritus
"Tortato, F.R., Testoni, A.F. and Althoff, S.L. (2014). Mastofauna terrestre da Reserva Biologica Estadual do Sassafras, Doutor Pedrinho, Santa Catarina, Sul do Brasil. Biotemas 27, 123-129.",2014,Cerdocyon thous
